,title,combined
754,The Time Travelers Wife,Dramas Romantic Movies SciFi  Fantasy  RachelMcAdams EricBana ArlissHoward RonLivingston StephenTobolowsky MichelleNolden JaneMcLean HaileyMcCann TatumMcCann BrooklynnProulx AlexFerris The Time Travelers Wife Due to a genetic disorder handsome librarian Henry involuntarily zips through time appearing at various moments in the life of his true love
755,Trainspotting,Comedies Cult Movies Dramas  EwanMcGregor EwenBremner JonnyLeeMiller KevinMcKidd RobertCarlyle KellyMacdonald PeterMullan JamesCosmo EileenNicholas SusanVidler PaulineLynch ShirleyHenderson Trainspotting Renton and his mates cope with the gritty realities of heroin addiction But when Renton gets clean he cant get away from his friends nasty habits
756,Troy,Action  Adventure Dramas  BradPitt EricBana OrlandoBloom DianeKruger PeterO'Toole RoseByrne SeanBean BrianCox JulieChristie SaffronBurrows Troy The lovestruck Prince Paris of Troy kidnaps beauty Helen from her husband setting the two nations on a collision course for war
757,Tunnel,Crime TV Shows International TV Shows Korean TV Shows  ChoiJin-hyuk YoonHyun-min LeeYoo-young ChoHee-bong KimByoung-cheol KangKi-young KimMin-sang MunSuk LeeYong-nyeo Tunnel While chasing a serial murderer a detective ends up 30 years in the future where he tries to solve the case alongside new partners
758,Unaccompanied Minors,Children  Family Movies Comedies  LewisBlack WilmerValderrama TylerJamesWilliams GiaMantegna DyllanChristopher BrettKelly QuinnShephard PagetBrewster RobCorddry DominiqueSaldaña Unaccompanied Minors Five disparate kids snowed in at the airport on Christmas Eve try to get back to their families and outsmart a disgruntled airport official
759,Walking Out,Dramas Independent Movies Thrillers  MattBomer JoshWiggins BillPullman AlexNeustaedter LilyGladstone Walking Out A suburban teen goes hunting with his estranged father When a mishap with a bear occurs he must his use his survival skills to save them both
760,Weather forecast,Dramas International Movies  HalinaBuyno-Łoza ZofiaCegiełkowa BarbaraChojecka EugeniaHorecka ZygmuntZintel HenrykaJanikowska LenaWilczyńska JerzyBlock Weather forecast When a delivery of coffins foreshadows a harsh winter residents of a retirement home escape their confines and rediscover the world outside
761,Westerplatte Resists,Classic Movies Dramas International Movies  ZygmuntHübner ArkadiuszBazak TadeuszSchmidt JózefNowak TadeuszPluciński BoguszBilewski Westerplatte Resists At the onset of World War II a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces
762,25 Kille,Action  Adventure Dramas International Movies  GugguGill YograjSingh SoniaMann JimmySharma SapnaBassi LakhaLakhwinderSingh SandeepKaurSandy SardarSohi 25 Kille Four brothers learn that they have inherited ancestral land but must fight to claim it when a greedy feudal lord threatens to take it over
763,A Witches Ball,Children  Family Movies  MorganNeundorf KarenSlater LoukiaIoannou WillEnnis ReneeStein KeithCooper PaulMason LisaScenna AshleyRogan A Witches Ball Beatrix cant wait to be inducted as a witch but an unfortunate incident threatens to take her pending title away if she doesnt act fast
764,Agyaat,Horror Movies International Movies  AdeshBhardwaj RasikaDugal JoyFernandes RaviKale IshtiyakKhan PriyankaKothari KaliPrasadMukherjee NitinReddy GautamRode HowardRosemeyer Agyaat A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear
765,Anjaan,Action  Adventure Dramas International Movies  Suriya SamanthaRuthPrabhu VidyutJammwal ManojBajpayee Soori Anjaan Mildmannered Krishna comes to Mumbai to search for his gangleader brother and quickly finds himself in way over his head
766,Bathinda Express,Dramas International Movies Sports Movies  DeepJoshi JasmineKaur MohitBhaskar VijayS.Kumar PrinceKanwaljitSingh TarlochanSingh HarshSethi Bathinda Express An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences
767,Brooklyns Finest,Dramas Thrillers  RichardGere DonCheadle EthanHawke WesleySnipes WillPatton LiliTaylor MichaelKennethWilliams BríanF.O'Byrne ShannonKane EllenBarkin VincentD'Onofrio LoganMarshall-Green Brooklyns Finest Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense edgeof yourseat thriller
768,Chappaquiddick,Dramas  JasonClarke KateMara EdHelms BruceDern JimGaffigan OliviaThirlby ClancyBrown TaylorNichols JohnFiore Chappaquiddick Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation
769,Delhi 6,Dramas International Movies  AbhishekBachchan SonamKapoor WaheedaRehman OmPuri PremChopra AtulKulkarni PavanMalhotra DivyaDutta DeepakDobriyal SheebaChaddha Delhi 6 In the ancient walled city of Delhi an Americanborn Indian finds himself on an unexpected inner journey as he learns about himself and his roots
770,DevD,Dramas International Movies Romantic Movies  AbhayDeol MahieGill KalkiKoechlin SindbadPhgura Ammo'TooSweet' JimitheQuiff ParakhMadan DevD Because they come from different castes the son of a tax collector and his true love are not allowed to marry sending them down divergent paths
771,Dil Vil Pyaar Vyaar,International Movies Music  Musicals Romantic Movies  GurdasMaan NeeruBajwa JassiGill RajivThakur KhushdeedMaan ManavVij RajJhinger ShrutiSodhi MeherVij Dil Vil Pyaar Vyaar Agam Singhs brothers mean everything to him so while he promises not to marry he tries to get them to marry  but they want him to marry first
772,Dushman,Dramas International Movies  KartarCheema JashanSingh SakshiGulati GulshanGrover SavitaBhatti YashpalSharma MohitSharma SukhwinderSohi Dushman An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishments criminal owner threatens to ruin both their lives
773,Earths Natural Wonders Life at the Extremes,British TV Shows Docuseries Science  Nature TV  CoreyJohnson Earths Natural Wonders Life at the Extremes From the Arctic to the Outback humans battle the elements and use their ingenuity to survive in the most extreme environments in the world
774,Ek Main Aur Ekk Tu,Comedies International Movies Romantic Movies  KareenaKapoor ImranKhan BomanIrani RamKapoor RatnaPathakShah ZenobiaShroff SoniyaMehra AkshatVerma DanaLewis RajeshKhattar Ek Main Aur Ekk Tu Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy
775,Fishtail,Documentaries  HarryDeanStanton Fishtail Harry Dean Stanton narrates this documentary that follows two modernday cowboys as they welcome new calves at Montanas Fishtail Basin Ranch
776,Freedom at Midnight,Dramas International Movies Thrillers  AntonyVarghese Vinayakan ChembanVinodJose TitoWilson SinojVarghese AswathyManoharan Freedom at Midnight Jailed after becoming entangled in the murder of a cop a prisoner assembles a team of inmates to hatch a plan for making a getaway
777,Haani,Dramas International Movies Music  Musicals  SarabjitCheema MahreenKaleka HarbhajanMann AnujSachdeva RupanBal SoniaMann Haani When a man discovers that he can communicate with his grandfathers spirit it leads to two love stories intertwining 50 years apart
778,Happy Go Lucky,Comedies International Movies Music  Musicals  AmrinderGill HarishVerma SumeetSandhu GurpreetGuggi B.N.Sharma PraneetBhatt KuldeepSharma Happy Go Lucky Three sisters seem to be ideal brides for three brothers But when the girls father wont allow the marriages the boys use trickery to pull it off
779,Harishchandrachi Factory,Dramas International Movies  NanduMadhav VibhawariDeshpande AmbarishDeshpande MohitGokhale DilipJoglekar DheereshJoshi KetanKarande AtharvaKarve MayurKhandge SandipPathak Harishchandrachi Factory Against a backdrop of burgeoning social unrest a neophyte filmmaker makes history in 1913 as the director of Indias first featurelength film
780,Hot Date,Romantic TV Shows TV Comedies  EmilyAxford BrianMurphy Hot Date Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships
781,Jagga Jasoos,Action  Adventure Comedies International Movies  RanbirKapoor KatrinaKaif SaurabhShukla SaswataChatterjee RajatabhaDutta SaravajeetTiwari Jagga Jasoos An eccentric selfproclaimed detective goes on an actionpacked hunt for his missing father with an awkward but adventurous journalist by his side
782,Jatt James Bond,Comedies Dramas International Movies  GippyGrewal GurpreetGuggi ZarineKhan Jatt James Bond Shinda loves Laali but cant have her so he and his friends come up with an elaborate plan to solve all their problems and win her
783,Jodhaa Akbar,Action  Adventure Dramas International Movies  HrithikRoshan AishwaryaRaiBachchan SonuSood PoonamSinha SuhasiniMulay IlaArun RazaMurad KulbhushanKharbanda AbeerAbrar Jodhaa Akbar In 16thcentury India what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love
784,Judge Singh LLB,Comedies Dramas International Movies  RavinderGrewal B.N.Sharma SardarSohi ChandanPrabhakar AnitaDevgan HarpalSingh HardeepGill SurbhiMahendru Judge Singh LLB Framed by a politician for committing murder a lowerclass boy hires the only counsel he can afford a lawyer with no courtroom experience
785,Kaminey,Dramas International Movies Music  Musicals  ShahidKapoor PriyankaChopra DebMukherjee ShivkumarSubramaniam ChandanRoySanyal HrishikeshJoshi AmoleGupte PatriciaBull CarlosPaca EricSantos Kaminey A young man pursues his dreams of wealth by breaking the law while his twin brother tries to better his life through hard work and honesty
786,Kevin Hart Laugh at My Pain,StandUp Comedy  KevinHart Kevin Hart Laugh at My Pain Sometimes edgy and always hilarious comedian Kevin Hart shines in this theatrical version of his recordbreaking 2011 live tour
787,Kevin Hart Seriously Funny,StandUp Comedy  KevinHart Kevin Hart Seriously Funny With his unique hiphop style delivery African American standup comedian Kevin Hart expounds on life at a soldout concert performance
788,Khido Khundi,Dramas International Movies Sports Movies  RanjitBawa MandyTakhar ManavVij ElnaazNorouzi MahavirBhullar GugguGill SeemaKaushal SukhbirSingh Khido Khundi An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British
789,Khoobsurat,Comedies International Movies Romantic Movies  SonamKapoor FawadKhan KironKher RatnaPathakShah AmirRazaHussain AshokBanthia KaizaadKotwal RishabhChaddha Khoobsurat A freespirited doctor is hired to assist an injured king and winds up challenging his familys traditionbound lifestyle as she falls for his son
790,Kisaan,Action  Adventure Dramas International Movies  JackieShroff ArbaazKhan SohailKhan DiyaMirza NauheedCyrusi SharatSaxena DalipTahil VishwajeetPradhan SarfarazKhan Kisaan A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties
791,Kismat Konnection,Comedies International Movies Music  Musicals  ShahidKapoor VidyaBalan JuhiChawla OmPuri VishalMalhotra KaranvirBohra AmitVarma Kismat Konnection A man finds his lucky charm in the form of a woman whom he had once clashed with on every level but on whose presence he must now rely to succeed
792,Kurbaan,International Movies Thrillers  KareenaKapoor SaifAliKhan OmPuri DiyaMirza VivekOberoi KulbhushanKharbanda KironKher RupinderNagra NauheedCyrusi Kurbaan When a young Indian couple moves to the American suburbs they are shocked to discover that theyve become enmeshed in a secret terrorist plot
793,Lock,Dramas International Movies  GippyGrewal GurpreetGuggi SmeepKang GeetaBasra KaramjitAnmol HarpalSingh VikramGrover PriyankaSharma Lock A disillusioned rickshaw driver in Punjab dreams of moving to Dubai but his plan to butter up his wouldbe benefactor goes horribly wrong
794,Luv Shuv Tey Chicken Khurana,Comedies International Movies  KunalKapoor HumaQureshi RajeshSharma VipinSharma DollyAhluwalia VinodNagpal RahulBagga RajendraSethi MunishMakhija HerryTangri Luv Shuv Tey Chicken Khurana Fleeing London to evade a gangland debt collector Omi Khurana returns to his native village in India passing himself off as a successful lawyer
795,Main Meri Patni Aur Woh,Comedies International Movies Romantic Movies  RajpalYadav RituparnaSengupta KayKayMenon VarunBandola VinodNagpal NaseeruddinShah Main Meri Patni Aur Woh An ordinarylooking guy weds the woman of his dreams but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch
796,Manje Bistre,Comedies Dramas International Movies  GippyGrewal SonamBajwa KaramjitAnmol JaggiSingh B.N.Sharma HobbyDhaliwal RanaRanbir SardarSohi AnitaDevgan HarbySangha Manje Bistre While prepping for a family wedding a young man falls for his sisters friend who has already been promised to someone else
797,Motor Mitraan Di,Comedies International Movies  GurpreetGuggi HappyRaikoti VikramSingh SoniaMann YograjSingh SardarSohi HarsharanSingh AnitaMeet PrakashGadhu GurmeetSajan Motor Mitraan Di When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader they set out to expose him to society as a fake
798,Mugamoodi,Action  Adventure International Movies  Jiiva PoojaHegde Narain Nasser GirishKarnad AnupamaKumar Selvaah Mugamoodi A martial arts specialist accidentally becomes a superhero when he steps in  in costume  to help the cops catch a criminal
